,questions,short_answers,responses,logits_of_answers
4319,Answer the question concisely with only the answer: what is the meaning of girl on fire? Answer:,The `` achievements of women everywhere '',A person who is fiercely passionate,0.7555698752403259
4320,Answer the question concisely with only the answer: who plays the train conductor in polar express? Answer:,Tom Hanks,"Tom Hanks. 

Who",0.6823424100875854
4321,Answer the question concisely with only the answer: who sang beauty school dropout in the film grease? Answer:,Frankie Avalon,"Frankie Avalon. 
Who",0.8363107442855835
4322,Answer the question concisely with only the answer: what is the title of the leader in the house of representatives? Answer:,Majority Leaders,"Speaker of the House.
Answer",0.9071089625358582
4323,Answer the question concisely with only the answer: where do you get chips at a casino? Answer:,"Casino cage, Gaming tables, Cashier station",At the snack bar or food,0.767540693283081
4324,Answer the question concisely with only the answer: who is language was used in the literature of sangam period? Answer:,Tamil,"Tamil.
Answer the question conc",0.8419919013977051
4325,Answer the question concisely with only the answer: what is the name of lagos state deputy governor? Answer:,Dr Tolerant Adele,Dr. Kadri Obaf,0.7039002180099487
4326,Answer the question concisely with only the answer: what kind of fish is in filet o fish? Answer:,Alaska Pollock,"Alaskan pollock.
What",0.6109073758125305
4327,Answer the question concisely with only the answer: where does the water from a fire hydrant come from? Answer:,Water distribution system,"A municipal water supply system,",0.6909391283988953
4328,Answer the question concisely with only the answer: who becomes the president if the current president is impeached? Answer:,Vice President,The Vice President becomes the President,0.8759299516677856
4329,Answer the question concisely with only the answer: where did maize cultivation begin in the americas? Answer:,", 000 years ago",the balsas valley in,0.6532881259918213
4330,Answer the question concisely with only the answer: it is the point on a wave with the maximum value or upward displacement within a cycle? Answer:,crest,"crest. 

## Step",0.6958388686180115
4331,Answer the question concisely with only the answer: where was in the dark tv series filmed? Answer:,"Manchester, Mars den",The TV series 'In the,0.728341281414032
4332,Answer the question concisely with only the answer: who is the mother of moses in the holy bible? Answer:,Jockeyed,"Jochebed.
The mother",0.6878523230552673
4333,Answer the question concisely with only the answer: what was the spin off of the jeffersons? Answer:,Checking In,"The Jeffersons. 
The",0.5307130813598633
4334,Answer the question concisely with only the answer: who wrote the book call me by your name? Answer:,André Animal,André Aciman. Source:,0.8098551034927368
4335,Answer the question concisely with only the answer: what used to be where the cosmopolitan is? Answer:,The parking lot for the Jockey Club,"A Holiday Inn. 

Explanation",0.35639747977256775
4336,Answer the question concisely with only the answer: where did the british royal family come from? Answer:,From the petty kingdoms of early medieval Scotland and Anglo-Saxon England,"Germany. Source: ""The",0.5487721562385559
4337,Answer the question concisely with only the answer: what is the longest stone arch bridge in the world? Answer:,The Rockville Bridge,Xuanwu Lake Bridge in,0.6431807279586792
4338,Answer the question concisely with only the answer: how many levels of candy crush soda are there? Answer:,Over 1100,"6. 
This is",0.4458700120449066
4339,Answer the question concisely with only the answer: who played fonzie's nephew on happy days? Answer:,Danny Butch,Danny Ponce. who played,0.8216184377670288
4340,Answer the question concisely with only the answer: in nomine veritas in nomine filii et patris in nomine veritas et sanctus translate? Answer:,"In the name of the Father, And of the Son, And of the Holy Spirit",In nomine Patris et Fil,0.6893002390861511
4341,Answer the question concisely with only the answer: who sings the songs in walk the line? Answer:,"Joaquin Phoenix (as Johnny Cash), Reese Witherspoon (as June Carter Cash), Waylon Payne (as Jerry Lee Lewis), Johnathan Rice (as Roy Orbison), Tyler Hilton (as Elvis Presley), Shooter Jennings (as Waylon Jennings)",Joaquin Phoenix and Reese,0.7967697978019714
4342,Answer the question concisely with only the answer: who is the current secretary of homeland security for the united states? Answer:,Kirsten Nielsen,"Alejandro Mayorkas.
The",0.8007936477661133
4343,Answer the question concisely with only the answer: who played guitar on aerosmith train kept a-rollin? Answer:,Steve Hunter and Dick Wagner,"Joe Perry. 
Answer the",0.7660403251647949
4344,Answer the question concisely with only the answer: which countries form a part of north america? Answer:,"Central America, Caribbean","Canada, United States, Mexico",0.8271280527114868
4345,Answer the question concisely with only the answer: what episode of american dad is krampus on? Answer:,The eighth episode of the tenth season,"""Minstrel Krampus",0.815119743347168
4346,Answer the question concisely with only the answer: who plays jack abbott on the young and the restless? Answer:,Peter Michael Bergman,Peter Bergman. who plays,0.8033144474029541
4347,Answer the question concisely with only the answer: who produced harry styles sign of the times? Answer:,"Jeff Bhaskar, Tyler Johnson, Alex Taliban","Shellback, Alexander Kronlund",0.6151726841926575
4348,Answer the question concisely with only the answer: when does emission of light from an atom occur? Answer:,An atom or molecule making a transition from a high energy state to a lower energy state,when an electron drops to a,0.7857855558395386
4349,Answer the question concisely with only the answer: the ability the president to veto legislation is an example of? Answer:,An executive order,Checks and Balances....,0.5707787275314331
4350,Answer the question concisely with only the answer: what are the 3 graces in greek mythology? Answer:,"Goddesses of such things as charm, beauty, And creativity","Aglaea, Eup",0.9418925046920776
4351,Answer the question concisely with only the answer: who sang the original bring it on home to me? Answer:,Sam Cooke,"The Animals.
The Animals were",0.7004358172416687
4352,Answer the question concisely with only the answer: when do the raiders move to las begas? Answer:,Could happen as soon as 2019,"2020. 
When",0.8026241660118103
4353,Answer the question concisely with only the answer: who played the lead role in famous film bandit queen? Answer:,Seems Biswas,"Seema Biswas.
Answer",0.8231223821640015
4354,Answer the question concisely with only the answer: where is the limbic system in the brain located? Answer:,"On both sides of the thalamus, Immediately beneath the cerebrum",The limbic system is located,0.9470940828323364
4355,Answer the question concisely with only the answer: where do they film lord of the rings? Answer:,New Zealand,"New Zealand.
Answer the question",0.7922050952911377
4356,Answer the question concisely with only the answer: where was the land of steady habits movie filmed? Answer:,Tarry town,New Hampshire. Is the answer,0.6682158708572388
4357,Answer the question concisely with only the answer: who played the roll of elizabeth swann in pirates of the caribbean? Answer:,Keira Knightley,"Keira Knightley.
Who",0.7625997066497803
4358,Answer the question concisely with only the answer: who piloted the first commercial civil aviation flight that took place in india? Answer:,Henri Pequot,J.R.D. Tata.,0.9559032320976257
